"start","end","downloads","package","total"
2016-11-01,2016-11-30,1652,"heatmaply",6629
2016-12-01,2016-12-31,1071,"heatmaply",7700
2017-01-01,2017-01-31,2162,"heatmaply",9862
2017-02-01,2017-02-28,1558,"heatmaply",11420
2017-03-01,2017-03-31,2647,"heatmaply",14067
2017-04-01,2017-04-30,3578,"heatmaply",17645
2017-05-01,2017-05-31,4392,"heatmaply",22037
2017-06-01,2017-06-30,3515,"heatmaply",25552
2017-07-01,2017-07-31,2415,"heatmaply",27967
2017-08-01,2017-08-31,2333,"heatmaply",30300
2017-09-01,2017-09-30,2679,"heatmaply",32979
2017-10-01,2017-10-31,4729,"heatmaply",37708
2017-11-01,2017-11-30,5269,"heatmaply",42977
2017-12-01,2017-12-31,2858,"heatmaply",45835
2018-01-01,2018-01-31,4788,"heatmaply",50623
2018-02-01,2018-02-28,3921,"heatmaply",54544
2018-03-01,2018-03-31,3734,"heatmaply",58278
2018-04-01,2018-04-30,3315,"heatmaply",61593
2018-05-01,2018-05-31,3490,"heatmaply",65083
2018-06-01,2018-06-30,5470,"heatmaply",70553
2018-07-01,2018-07-08,1148,"heatmaply",71701
2012-10-01,2012-10-31,16,"IBrokers",16
2012-11-01,2012-11-30,131,"IBrokers",147
2012-12-01,2012-12-31,163,"IBrokers",310
2013-01-01,2013-01-31,182,"IBrokers",492
2013-02-01,2013-02-28,239,"IBrokers",731
2013-03-01,2013-03-31,276,"IBrokers",1007
2013-04-01,2013-04-30,294,"IBrokers",1301
2013-05-01,2013-05-31,287,"IBrokers",1588
2013-06-01,2013-06-30,275,"IBrokers",1863
2013-07-01,2013-07-31,263,"IBrokers",2126
2013-08-01,2013-08-31,338,"IBrokers",2464
2013-09-01,2013-09-30,412,"IBrokers",2876
2013-10-01,2013-10-31,355,"IBrokers",3231
2013-11-01,2013-11-30,278,"IBrokers",3509
2013-12-01,2013-12-31,302,"IBrokers",3811
2014-01-01,2014-01-31,455,"IBrokers",4266
2014-02-01,2014-02-28,408,"IBrokers",4674
2014-03-01,2014-03-31,451,"IBrokers",5125
2014-04-01,2014-04-30,508,"IBrokers",5633
2014-05-01,2014-05-31,384,"IBrokers",6017
2014-06-01,2014-06-30,357,"IBrokers",6374
2014-07-01,2014-07-31,436,"IBrokers",6810
2014-08-01,2014-08-31,723,"IBrokers",7533
2014-09-01,2014-09-30,555,"IBrokers",8088
2014-10-01,2014-10-31,664,"IBrokers",8752
2014-11-01,2014-11-30,709,"IBrokers",9461
2014-12-01,2014-12-31,542,"IBrokers",10003
2015-01-01,2015-01-31,762,"IBrokers",10765
2015-02-01,2015-02-28,652,"IBrokers",11417
2015-03-01,2015-03-31,834,"IBrokers",12251
2015-04-01,2015-04-30,865,"IBrokers",13116
2015-05-01,2015-05-31,697,"IBrokers",13813
2015-06-01,2015-06-30,584,"IBrokers",14397
2015-07-01,2015-07-31,619,"IBrokers",15016
2015-08-01,2015-08-31,594,"IBrokers",15610
2015-09-01,2015-09-30,595,"IBrokers",16205
2015-10-01,2015-10-31,690,"IBrokers",16895
2015-11-01,2015-11-30,687,"IBrokers",17582
2015-12-01,2015-12-31,517,"IBrokers",18099
2016-01-01,2016-01-31,618,"IBrokers",18717
2016-02-01,2016-02-29,505,"IBrokers",19222
2016-03-01,2016-03-31,467,"IBrokers",19689
2016-04-01,2016-04-30,501,"IBrokers",20190
2016-05-01,2016-05-31,526,"IBrokers",20716
2016-06-01,2016-06-30,483,"IBrokers",21199
2016-07-01,2016-07-31,487,"IBrokers",21686
2016-08-01,2016-08-31,325,"IBrokers",22011
2016-09-01,2016-09-30,369,"IBrokers",22380
2016-10-01,2016-10-31,475,"IBrokers",22855
2016-11-01,2016-11-30,560,"IBrokers",23415
2016-12-01,2016-12-31,467,"IBrokers",23882
2017-01-01,2017-01-31,479,"IBrokers",24361
2017-02-01,2017-02-28,575,"IBrokers",24936
2017-03-01,2017-03-31,617,"IBrokers",25553
2017-04-01,2017-04-30,677,"IBrokers",26230
2017-05-01,2017-05-31,564,"IBrokers",26794
2017-06-01,2017-06-30,480,"IBrokers",27274
2017-07-01,2017-07-31,661,"IBrokers",27935
2017-08-01,2017-08-31,532,"IBrokers",28467
2017-09-01,2017-09-30,473,"IBrokers",28940
2017-10-01,2017-10-31,540,"IBrokers",29480
2017-11-01,2017-11-30,417,"IBrokers",29897
2017-12-01,2017-12-31,326,"IBrokers",30223
2018-01-01,2018-01-31,378,"IBrokers",30601
2018-02-01,2018-02-28,331,"IBrokers",30932
2018-03-01,2018-03-31,504,"IBrokers",31436
2018-04-01,2018-04-30,561,"IBrokers",31997
2018-05-01,2018-05-31,539,"IBrokers",32536
2018-06-01,2018-06-30,518,"IBrokers",33054
2018-07-01,2018-07-08,105,"IBrokers",33159
2015-10-01,2015-10-31,240,"idendr0",240
2015-11-01,2015-11-30,245,"idendr0",485
2015-12-01,2015-12-31,220,"idendr0",705
2016-01-01,2016-01-31,277,"idendr0",982
2016-02-01,2016-02-29,228,"idendr0",1210
2016-03-01,2016-03-31,179,"idendr0",1389
2016-04-01,2016-04-30,142,"idendr0",1531
2016-05-01,2016-05-31,140,"idendr0",1671
2016-06-01,2016-06-30,121,"idendr0",1792
2016-07-01,2016-07-31,152,"idendr0",1944
2016-08-01,2016-08-31,116,"idendr0",2060
2016-09-01,2016-09-30,99,"idendr0",2159
2016-10-01,2016-10-31,157,"idendr0",2316
2016-11-01,2016-11-30,203,"idendr0",2519
2016-12-01,2016-12-31,198,"idendr0",2717
2017-01-01,2017-01-31,180,"idendr0",2897
2017-02-01,2017-02-28,785,"idendr0",3682
2017-03-01,2017-03-31,339,"idendr0",4021
2017-04-01,2017-04-30,599,"idendr0",4620
2017-05-01,2017-05-31,386,"idendr0",5006
2017-06-01,2017-06-30,312,"idendr0",5318
2017-07-01,2017-07-31,332,"idendr0",5650
2017-08-01,2017-08-31,306,"idendr0",5956
2017-09-01,2017-09-30,340,"idendr0",6296
2017-10-01,2017-10-31,355,"idendr0",6651
2017-11-01,2017-11-30,459,"idendr0",7110
2017-12-01,2017-12-31,235,"idendr0",7345
2018-01-01,2018-01-31,343,"idendr0",7688
2018-02-01,2018-02-28,338,"idendr0",8026
2018-03-01,2018-03-31,305,"idendr0",8331
2018-04-01,2018-04-30,392,"idendr0",8723
2018-05-01,2018-05-31,359,"idendr0",9082
2018-06-01,2018-06-30,253,"idendr0",9335
2018-07-01,2018-07-08,54,"idendr0",9389
2017-10-01,2017-10-31,409,"iheatmapr",409
2017-11-01,2017-11-30,796,"iheatmapr",1205
2017-12-01,2017-12-31,1170,"iheatmapr",2375
2018-01-01,2018-01-31,196,"iheatmapr",2571
2018-02-01,2018-02-28,147,"iheatmapr",2718
2018-03-01,2018-03-31,168,"iheatmapr",2886
2018-04-01,2018-04-30,261,"iheatmapr",3147
2018-05-01,2018-05-31,219,"iheatmapr",3366
2018-06-01,2018-06-30,144,"iheatmapr",3510
2018-07-01,2018-07-08,33,"iheatmapr",3543
2012-10-01,2012-10-31,11,"Imap",11
2012-11-01,2012-11-30,62,"Imap",73
2012-12-01,2012-12-31,67,"Imap",140
2013-01-01,2013-01-31,101,"Imap",241
2013-02-01,2013-02-28,116,"Imap",357
2013-03-01,2013-03-31,149,"Imap",506
2013-04-01,2013-04-30,193,"Imap",699
2013-05-01,2013-05-31,153,"Imap",852
2013-06-01,2013-06-30,155,"Imap",1007
2013-07-01,2013-07-31,178,"Imap",1185
2013-08-01,2013-08-31,199,"Imap",1384
2013-09-01,2013-09-30,295,"Imap",1679
2013-10-01,2013-10-31,208,"Imap",1887
2013-11-01,2013-11-30,280,"Imap",2167
2013-12-01,2013-12-31,381,"Imap",2548
2014-01-01,2014-01-31,444,"Imap",2992
2014-02-01,2014-02-28,335,"Imap",3327
2014-03-01,2014-03-31,349,"Imap",3676
2014-04-01,2014-04-30,391,"Imap",4067
2014-05-01,2014-05-31,352,"Imap",4419
2014-06-01,2014-06-30,403,"Imap",4822
2014-07-01,2014-07-31,417,"Imap",5239
2014-08-01,2014-08-31,499,"Imap",5738
2014-09-01,2014-09-30,518,"Imap",6256
2014-10-01,2014-10-31,433,"Imap",6689
2014-11-01,2014-11-30,443,"Imap",7132
2014-12-01,2014-12-31,419,"Imap",7551
2015-01-01,2015-01-31,556,"Imap",8107
2015-02-01,2015-02-28,446,"Imap",8553
2015-03-01,2015-03-31,529,"Imap",9082
2015-04-01,2015-04-30,572,"Imap",9654
2015-05-01,2015-05-31,434,"Imap",10088
2015-06-01,2015-06-30,452,"Imap",10540
2015-07-01,2015-07-31,360,"Imap",10900
2015-08-01,2015-08-31,380,"Imap",11280
2015-09-01,2015-09-30,390,"Imap",11670
2015-10-01,2015-10-31,461,"Imap",12131
2015-11-01,2015-11-30,423,"Imap",12554
2015-12-01,2015-12-31,375,"Imap",12929
2016-01-01,2016-01-31,434,"Imap",13363
2016-02-01,2016-02-29,380,"Imap",13743
2016-03-01,2016-03-31,335,"Imap",14078
2016-04-01,2016-04-30,335,"Imap",14413
2016-05-01,2016-05-31,332,"Imap",14745
2016-06-01,2016-06-30,281,"Imap",15026
2016-07-01,2016-07-31,286,"Imap",15312
2016-08-01,2016-08-31,222,"Imap",15534
2016-09-01,2016-09-30,345,"Imap",15879
2016-10-01,2016-10-31,394,"Imap",16273
2016-11-01,2016-11-30,530,"Imap",16803
2016-12-01,2016-12-31,466,"Imap",17269
2017-01-01,2017-01-31,459,"Imap",17728
2017-02-01,2017-02-28,357,"Imap",18085
2017-03-01,2017-03-31,474,"Imap",18559
2017-04-01,2017-04-30,616,"Imap",19175
2017-05-01,2017-05-31,453,"Imap",19628
2017-06-01,2017-06-30,433,"Imap",20061
2017-07-01,2017-07-31,389,"Imap",20450
2017-08-01,2017-08-31,351,"Imap",20801
2017-09-01,2017-09-30,352,"Imap",21153
2017-10-01,2017-10-31,365,"Imap",21518
2017-11-01,2017-11-30,450,"Imap",21968
2017-12-01,2017-12-31,371,"Imap",22339
2018-01-01,2018-01-31,330,"Imap",22669
2018-02-01,2018-02-28,303,"Imap",22972
2018-03-01,2018-03-31,358,"Imap",23330
2018-04-01,2018-04-30,415,"Imap",23745
2018-05-01,2018-05-31,554,"Imap",24299
2018-06-01,2018-06-30,524,"Imap",24823
2018-07-01,2018-07-08,127,"Imap",24950
2015-12-01,2015-12-31,52,"IMP",52
2016-01-01,2016-01-31,310,"IMP",362
2016-02-01,2016-02-29,288,"IMP",650
2016-03-01,2016-03-31,211,"IMP",861
2016-04-01,2016-04-30,179,"IMP",1040
2016-05-01,2016-05-31,171,"IMP",1211
2016-06-01,2016-06-30,138,"IMP",1349
2016-07-01,2016-07-31,166,"IMP",1515
2016-08-01,2016-08-31,118,"IMP",1633
2016-09-01,2016-09-30,139,"IMP",1772
2016-10-01,2016-10-31,165,"IMP",1937
2016-11-01,2016-11-30,192,"IMP",2129
2016-12-01,2016-12-31,177,"IMP",2306
2017-01-01,2017-01-31,138,"IMP",2444
2017-02-01,2017-02-28,111,"IMP",2555
2017-03-01,2017-03-31,126,"IMP",2681
2017-04-01,2017-04-30,318,"IMP",2999
2017-05-01,2017-05-31,161,"IMP",3160
2017-06-01,2017-06-30,143,"IMP",3303
2017-07-01,2017-07-31,143,"IMP",3446
2017-08-01,2017-08-31,145,"IMP",3591
2017-09-01,2017-09-30,167,"IMP",3758
2017-10-01,2017-10-31,161,"IMP",3919
2017-11-01,2017-11-30,127,"IMP",4046
2017-12-01,2017-12-31,92,"IMP",4138
2018-01-01,2018-01-31,128,"IMP",4266
2018-02-01,2018-02-28,115,"IMP",4381
2018-03-01,2018-03-31,108,"IMP",4489
2018-04-01,2018-04-30,208,"IMP",4697
2018-05-01,2018-05-31,160,"IMP",4857
2018-06-01,2018-06-30,153,"IMP",5010
2018-07-01,2018-07-08,65,"IMP",5075
2012-10-01,2012-10-31,14,"intamapInteractive",14
2012-11-01,2012-11-30,50,"intamapInteractive",64
2012-12-01,2012-12-31,67,"intamapInteractive",131
2013-01-01,2013-01-31,90,"intamapInteractive",221
2013-02-01,2013-02-28,93,"intamapInteractive",314
2013-03-01,2013-03-31,129,"intamapInteractive",443
2013-04-01,2013-04-30,187,"intamapInteractive",630
2013-05-01,2013-05-31,155,"intamapInteractive",785
2013-06-01,2013-06-30,144,"intamapInteractive",929
2013-07-01,2013-07-31,127,"intamapInteractive",1056
2013-08-01,2013-08-31,232,"intamapInteractive",1288
2013-09-01,2013-09-30,256,"intamapInteractive",1544
2013-10-01,2013-10-31,175,"intamapInteractive",1719
2013-11-01,2013-11-30,201,"intamapInteractive",1920
2013-12-01,2013-12-31,160,"intamapInteractive",2080
2014-01-01,2014-01-31,221,"intamapInteractive",2301
2014-02-01,2014-02-28,183,"intamapInteractive",2484
2014-03-01,2014-03-31,245,"intamapInteractive",2729
2014-04-01,2014-04-30,223,"intamapInteractive",2952
2014-05-01,2014-05-31,169,"intamapInteractive",3121
2014-06-01,2014-06-30,150,"intamapInteractive",3271
2014-07-01,2014-07-31,186,"intamapInteractive",3457
2014-08-01,2014-08-31,356,"intamapInteractive",3813
2014-09-01,2014-09-30,237,"intamapInteractive",4050
2014-10-01,2014-10-31,264,"intamapInteractive",4314
2014-11-01,2014-11-30,298,"intamapInteractive",4612
2014-12-01,2014-12-31,232,"intamapInteractive",4844
2015-01-01,2015-01-31,366,"intamapInteractive",5210
2015-02-01,2015-02-28,271,"intamapInteractive",5481
2015-03-01,2015-03-31,381,"intamapInteractive",5862
2015-04-01,2015-04-30,418,"intamapInteractive",6280
2015-05-01,2015-05-31,313,"intamapInteractive",6593
2015-06-01,2015-06-30,373,"intamapInteractive",6966
2015-07-01,2015-07-31,238,"intamapInteractive",7204
2015-08-01,2015-08-31,298,"intamapInteractive",7502
2015-09-01,2015-09-30,278,"intamapInteractive",7780
2015-10-01,2015-10-31,317,"intamapInteractive",8097
2015-11-01,2015-11-30,289,"intamapInteractive",8386
2015-12-01,2015-12-31,235,"intamapInteractive",8621
2016-01-01,2016-01-31,310,"intamapInteractive",8931
2016-02-01,2016-02-29,235,"intamapInteractive",9166
2016-03-01,2016-03-31,194,"intamapInteractive",9360
2016-04-01,2016-04-30,194,"intamapInteractive",9554
2016-05-01,2016-05-31,155,"intamapInteractive",9709
2016-06-01,2016-06-30,138,"intamapInteractive",9847
2016-07-01,2016-07-31,184,"intamapInteractive",10031
2016-08-01,2016-08-31,116,"intamapInteractive",10147
2016-09-01,2016-09-30,105,"intamapInteractive",10252
2016-10-01,2016-10-31,165,"intamapInteractive",10417
2016-11-01,2016-11-30,223,"intamapInteractive",10640
2016-12-01,2016-12-31,202,"intamapInteractive",10842
2017-01-01,2017-01-31,205,"intamapInteractive",11047
2017-02-01,2017-02-28,172,"intamapInteractive",11219
2017-03-01,2017-03-31,155,"intamapInteractive",11374
2017-04-01,2017-04-30,310,"intamapInteractive",11684
2017-05-01,2017-05-31,163,"intamapInteractive",11847
2017-06-01,2017-06-30,149,"intamapInteractive",11996
2017-07-01,2017-07-31,199,"intamapInteractive",12195
2017-08-01,2017-08-31,143,"intamapInteractive",12338
2017-09-01,2017-09-30,156,"intamapInteractive",12494
2017-10-01,2017-10-31,152,"intamapInteractive",12646
2017-11-01,2017-11-30,127,"intamapInteractive",12773
2017-12-01,2017-12-31,93,"intamapInteractive",12866
2018-01-01,2018-01-31,124,"intamapInteractive",12990
2018-02-01,2018-02-28,140,"intamapInteractive",13130
2018-03-01,2018-03-31,176,"intamapInteractive",13306
2018-04-01,2018-04-30,215,"intamapInteractive",13521
2018-05-01,2018-05-31,161,"intamapInteractive",13682
2018-06-01,2018-06-30,114,"intamapInteractive",13796
2018-07-01,2018-07-08,24,"intamapInteractive",13820
2013-02-01,2013-02-28,117,"InteractiveIGraph",117
2013-03-01,2013-03-31,119,"InteractiveIGraph",236
2013-04-01,2013-04-30,144,"InteractiveIGraph",380
2013-05-01,2013-05-31,160,"InteractiveIGraph",540
2013-06-01,2013-06-30,133,"InteractiveIGraph",673
2013-07-01,2013-07-31,145,"InteractiveIGraph",818
2013-08-01,2013-08-31,136,"InteractiveIGraph",954
2013-09-01,2013-09-30,217,"InteractiveIGraph",1171
2013-10-01,2013-10-31,150,"InteractiveIGraph",1321
2013-11-01,2013-11-30,158,"InteractiveIGraph",1479
2013-12-01,2013-12-31,144,"InteractiveIGraph",1623
2014-01-01,2014-01-31,214,"InteractiveIGraph",1837
2014-02-01,2014-02-28,203,"InteractiveIGraph",2040
2014-03-01,2014-03-31,224,"InteractiveIGraph",2264
2014-04-01,2014-04-30,236,"InteractiveIGraph",2500
2014-05-01,2014-05-31,199,"InteractiveIGraph",2699
2014-06-01,2014-06-30,169,"InteractiveIGraph",2868
2014-07-01,2014-07-31,193,"InteractiveIGraph",3061
2014-08-01,2014-08-31,328,"InteractiveIGraph",3389
2014-09-01,2014-09-30,233,"InteractiveIGraph",3622
2014-10-01,2014-10-31,276,"InteractiveIGraph",3898
2014-11-01,2014-11-30,293,"InteractiveIGraph",4191
2014-12-01,2014-12-31,232,"InteractiveIGraph",4423
2015-01-01,2015-01-31,358,"InteractiveIGraph",4781
2015-02-01,2015-02-28,272,"InteractiveIGraph",5053
2015-03-01,2015-03-31,354,"InteractiveIGraph",5407
2015-04-01,2015-04-30,440,"InteractiveIGraph",5847
2015-05-01,2015-05-31,306,"InteractiveIGraph",6153
2015-06-01,2015-06-30,287,"InteractiveIGraph",6440
2015-07-01,2015-07-31,235,"InteractiveIGraph",6675
2015-08-01,2015-08-31,265,"InteractiveIGraph",6940
2015-09-01,2015-09-30,256,"InteractiveIGraph",7196
2015-10-01,2015-10-31,290,"InteractiveIGraph",7486
2015-11-01,2015-11-30,275,"InteractiveIGraph",7761
2015-12-01,2015-12-31,234,"InteractiveIGraph",7995
2016-01-01,2016-01-31,282,"InteractiveIGraph",8277
2016-02-01,2016-02-29,229,"InteractiveIGraph",8506
2016-03-01,2016-03-31,219,"InteractiveIGraph",8725
2016-04-01,2016-04-30,188,"InteractiveIGraph",8913
2016-05-01,2016-05-31,206,"InteractiveIGraph",9119
2016-06-01,2016-06-30,138,"InteractiveIGraph",9257
2016-07-01,2016-07-31,185,"InteractiveIGraph",9442
2016-08-01,2016-08-31,111,"InteractiveIGraph",9553
2016-09-01,2016-09-30,115,"InteractiveIGraph",9668
2016-10-01,2016-10-31,162,"InteractiveIGraph",9830
2016-11-01,2016-11-30,187,"InteractiveIGraph",10017
2016-12-01,2016-12-31,162,"InteractiveIGraph",10179
2017-01-01,2017-01-31,142,"InteractiveIGraph",10321
2017-02-01,2017-02-28,114,"InteractiveIGraph",10435
2017-03-01,2017-03-31,152,"InteractiveIGraph",10587
2017-04-01,2017-04-30,314,"InteractiveIGraph",10901
2017-05-01,2017-05-31,147,"InteractiveIGraph",11048
2017-06-01,2017-06-30,163,"InteractiveIGraph",11211
2017-07-01,2017-07-31,178,"InteractiveIGraph",11389
2017-08-01,2017-08-31,151,"InteractiveIGraph",11540
2017-09-01,2017-09-30,176,"InteractiveIGraph",11716
2017-10-01,2017-10-31,179,"InteractiveIGraph",11895
2017-11-01,2017-11-30,161,"InteractiveIGraph",12056
2017-12-01,2017-12-31,123,"InteractiveIGraph",12179
2018-01-01,2018-01-31,149,"InteractiveIGraph",12328
2018-02-01,2018-02-28,135,"InteractiveIGraph",12463
2018-03-01,2018-03-31,122,"InteractiveIGraph",12585
2018-04-01,2018-04-30,216,"InteractiveIGraph",12801
2018-05-01,2018-05-31,152,"InteractiveIGraph",12953
2018-06-01,2018-06-30,183,"InteractiveIGraph",13136
2018-07-01,2018-07-08,64,"InteractiveIGraph",13200
2012-10-01,2012-10-31,87,"iplots",87
2012-11-01,2012-11-30,377,"iplots",464
2012-12-01,2012-12-31,543,"iplots",1007
2013-01-01,2013-01-31,700,"iplots",1707
2013-02-01,2013-02-28,1197,"iplots",2904
2013-03-01,2013-03-31,1305,"iplots",4209
2013-04-01,2013-04-30,1487,"iplots",5696
2013-05-01,2013-05-31,1347,"iplots",7043
2013-06-01,2013-06-30,1569,"iplots",8612
2013-07-01,2013-07-31,1432,"iplots",10044
2013-08-01,2013-08-31,2054,"iplots",12098
2013-09-01,2013-09-30,1912,"iplots",14010
2013-10-01,2013-10-31,2250,"iplots",16260
2013-11-01,2013-11-30,2092,"iplots",18352
2013-12-01,2013-12-31,2535,"iplots",20887
2014-01-01,2014-01-31,2361,"iplots",23248
2014-02-01,2014-02-28,2159,"iplots",25407
2014-03-01,2014-03-31,2466,"iplots",27873
2014-04-01,2014-04-30,2773,"iplots",30646
2014-05-01,2014-05-31,2061,"iplots",32707
2014-06-01,2014-06-30,1981,"iplots",34688
2014-07-01,2014-07-31,2020,"iplots",36708
2014-08-01,2014-08-31,2287,"iplots",38995
2014-09-01,2014-09-30,2018,"iplots",41013
2014-10-01,2014-10-31,2465,"iplots",43478
2014-11-01,2014-11-30,2240,"iplots",45718
2014-12-01,2014-12-31,2036,"iplots",47754
2015-01-01,2015-01-31,2260,"iplots",50014
2015-02-01,2015-02-28,2545,"iplots",52559
2015-03-01,2015-03-31,3328,"iplots",55887
2015-04-01,2015-04-30,3626,"iplots",59513
2015-05-01,2015-05-31,3161,"iplots",62674
2015-06-01,2015-06-30,3016,"iplots",65690
2015-07-01,2015-07-31,2516,"iplots",68206
2015-08-01,2015-08-31,2530,"iplots",70736
2015-09-01,2015-09-30,2839,"iplots",73575
2015-10-01,2015-10-31,3251,"iplots",76826
2015-11-01,2015-11-30,3099,"iplots",79925
2015-12-01,2015-12-31,2688,"iplots",82613
2016-01-01,2016-01-31,2919,"iplots",85532
2016-02-01,2016-02-29,3440,"iplots",88972
2016-03-01,2016-03-31,3026,"iplots",91998
2016-04-01,2016-04-30,2812,"iplots",94810
2016-05-01,2016-05-31,3614,"iplots",98424
2016-06-01,2016-06-30,3218,"iplots",101642
2016-07-01,2016-07-31,2875,"iplots",104517
2016-08-01,2016-08-31,2732,"iplots",107249
2016-09-01,2016-09-30,3203,"iplots",110452
2016-10-01,2016-10-31,4661,"iplots",115113
2016-11-01,2016-11-30,4230,"iplots",119343
2016-12-01,2016-12-31,3355,"iplots",122698
2017-01-01,2017-01-31,3669,"iplots",126367
2017-02-01,2017-02-28,4085,"iplots",130452
2017-03-01,2017-03-31,4385,"iplots",134837
2017-04-01,2017-04-30,4570,"iplots",139407
2017-05-01,2017-05-31,4188,"iplots",143595
2017-06-01,2017-06-30,3354,"iplots",146949
2017-07-01,2017-07-31,3800,"iplots",150749
2017-08-01,2017-08-31,3216,"iplots",153965
2017-09-01,2017-09-30,3012,"iplots",156977
2017-10-01,2017-10-31,2278,"iplots",159255
2017-11-01,2017-11-30,2399,"iplots",161654
2017-12-01,2017-12-31,1725,"iplots",163379
2018-01-01,2018-01-31,1454,"iplots",164833
2018-02-01,2018-02-28,1640,"iplots",166473
2018-03-01,2018-03-31,2359,"iplots",168832
2018-04-01,2018-04-30,2182,"iplots",171014
2018-05-01,2018-05-31,2202,"iplots",173216
2018-06-01,2018-06-30,4156,"iplots",177372
2018-07-01,2018-07-08,503,"iplots",177875
2013-09-01,2013-09-30,144,"iqLearn",144
2013-10-01,2013-10-31,132,"iqLearn",276
2013-11-01,2013-11-30,134,"iqLearn",410
2013-12-01,2013-12-31,162,"iqLearn",572
2014-01-01,2014-01-31,192,"iqLearn",764
2014-02-01,2014-02-28,156,"iqLearn",920
2014-03-01,2014-03-31,250,"iqLearn",1170
2014-04-01,2014-04-30,235,"iqLearn",1405
2014-05-01,2014-05-31,158,"iqLearn",1563
2014-06-01,2014-06-30,127,"iqLearn",1690
2014-07-01,2014-07-31,152,"iqLearn",1842
2014-08-01,2014-08-31,262,"iqLearn",2104
2014-09-01,2014-09-30,164,"iqLearn",2268
2014-10-01,2014-10-31,206,"iqLearn",2474
2014-11-01,2014-11-30,212,"iqLearn",2686
2014-12-01,2014-12-31,156,"iqLearn",2842
2015-01-01,2015-01-31,270,"iqLearn",3112
2015-02-01,2015-02-28,249,"iqLearn",3361
2015-03-01,2015-03-31,366,"iqLearn",3727
2015-04-01,2015-04-30,393,"iqLearn",4120
2015-05-01,2015-05-31,263,"iqLearn",4383
2015-06-01,2015-06-30,261,"iqLearn",4644
2015-07-01,2015-07-31,196,"iqLearn",4840
2015-08-01,2015-08-31,295,"iqLearn",5135
2015-09-01,2015-09-30,300,"iqLearn",5435
2015-10-01,2015-10-31,303,"iqLearn",5738
2015-11-01,2015-11-30,259,"iqLearn",5997
2015-12-01,2015-12-31,221,"iqLearn",6218
2016-01-01,2016-01-31,289,"iqLearn",6507
2016-02-01,2016-02-29,257,"iqLearn",6764
2016-03-01,2016-03-31,190,"iqLearn",6954
2016-04-01,2016-04-30,163,"iqLearn",7117
2016-05-01,2016-05-31,144,"iqLearn",7261
2016-06-01,2016-06-30,129,"iqLearn",7390
2016-07-01,2016-07-31,165,"iqLearn",7555
2016-08-01,2016-08-31,106,"iqLearn",7661
2016-09-01,2016-09-30,103,"iqLearn",7764
2016-10-01,2016-10-31,137,"iqLearn",7901
2016-11-01,2016-11-30,196,"iqLearn",8097
2016-12-01,2016-12-31,157,"iqLearn",8254
2017-01-01,2017-01-31,130,"iqLearn",8384
2017-02-01,2017-02-28,120,"iqLearn",8504
2017-03-01,2017-03-31,121,"iqLearn",8625
2017-04-01,2017-04-30,291,"iqLearn",8916
2017-05-01,2017-05-31,151,"iqLearn",9067
2017-06-01,2017-06-30,137,"iqLearn",9204
2017-07-01,2017-07-31,175,"iqLearn",9379
2017-08-01,2017-08-31,144,"iqLearn",9523
2017-09-01,2017-09-30,160,"iqLearn",9683
2017-10-01,2017-10-31,149,"iqLearn",9832
2017-11-01,2017-11-30,145,"iqLearn",9977
2017-12-01,2017-12-31,86,"iqLearn",10063
2018-01-01,2018-01-31,125,"iqLearn",10188
2018-02-01,2018-02-28,126,"iqLearn",10314
2018-03-01,2018-03-31,109,"iqLearn",10423
2018-04-01,2018-04-30,186,"iqLearn",10609
2018-05-01,2018-05-31,145,"iqLearn",10754
2018-06-01,2018-06-30,190,"iqLearn",10944
2018-07-01,2018-07-08,47,"iqLearn",10991
2017-10-01,2017-10-31,365,"jsTree",365
2017-11-01,2017-11-30,139,"jsTree",504
2017-12-01,2017-12-31,88,"jsTree",592
2018-01-01,2018-01-31,141,"jsTree",733
2018-02-01,2018-02-28,109,"jsTree",842
2018-03-01,2018-03-31,97,"jsTree",939
2018-04-01,2018-04-30,178,"jsTree",1117
2018-05-01,2018-05-31,148,"jsTree",1265
2018-06-01,2018-06-30,120,"jsTree",1385
2018-07-01,2018-07-08,27,"jsTree",1412
2015-01-01,2015-01-31,98,"LDAvis",98
2015-02-01,2015-02-28,382,"LDAvis",480
2015-03-01,2015-03-31,408,"LDAvis",888
2015-04-01,2015-04-30,537,"LDAvis",1425
2015-05-01,2015-05-31,456,"LDAvis",1881
2015-06-01,2015-06-30,409,"LDAvis",2290
2015-07-01,2015-07-31,462,"LDAvis",2752
2015-08-01,2015-08-31,402,"LDAvis",3154
2015-09-01,2015-09-30,438,"LDAvis",3592
2015-10-01,2015-10-31,597,"LDAvis",4189
2015-11-01,2015-11-30,663,"LDAvis",4852
2015-12-01,2015-12-31,558,"LDAvis",5410
2016-01-01,2016-01-31,633,"LDAvis",6043
2016-02-01,2016-02-29,562,"LDAvis",6605
2016-03-01,2016-03-31,602,"LDAvis",7207
2016-04-01,2016-04-30,588,"LDAvis",7795
2016-05-01,2016-05-31,613,"LDAvis",8408
2016-06-01,2016-06-30,670,"LDAvis",9078
2016-07-01,2016-07-31,635,"LDAvis",9713
2016-08-01,2016-08-31,614,"LDAvis",10327
2016-09-01,2016-09-30,535,"LDAvis",10862
2016-10-01,2016-10-31,735,"LDAvis",11597
2016-11-01,2016-11-30,1008,"LDAvis",12605
