"start","end","downloads","package","total"
2019-09-01,2019-09-30,4935,"rpanel",206837
2019-10-01,2019-10-31,5831,"rpanel",212668
2019-11-01,2019-11-30,5132,"rpanel",217800
2019-12-01,2019-12-31,4026,"rpanel",221826
2020-01-01,2020-01-31,4493,"rpanel",226319
2020-02-01,2020-02-29,5230,"rpanel",231549
2020-03-01,2020-03-31,4522,"rpanel",236071
2020-04-01,2020-04-30,5103,"rpanel",241174
2020-05-01,2020-05-31,5286,"rpanel",246460
2020-06-01,2020-06-30,4149,"rpanel",250609
2020-07-01,2020-07-23,2079,"rpanel",252688
2012-10-01,2012-10-31,20,"RPMG",20
2012-11-01,2012-11-30,162,"RPMG",182
2012-12-01,2012-12-31,236,"RPMG",418
2013-01-01,2013-01-31,272,"RPMG",690
2013-02-01,2013-02-28,301,"RPMG",991
2013-03-01,2013-03-31,340,"RPMG",1331
2013-04-01,2013-04-30,354,"RPMG",1685
2013-05-01,2013-05-31,294,"RPMG",1979
2013-06-01,2013-06-30,290,"RPMG",2269
2013-07-01,2013-07-31,323,"RPMG",2592
2013-08-01,2013-08-31,357,"RPMG",2949
2013-09-01,2013-09-30,459,"RPMG",3408
2013-10-01,2013-10-31,382,"RPMG",3790
2013-11-01,2013-11-30,370,"RPMG",4160
2013-12-01,2013-12-31,305,"RPMG",4465
2014-01-01,2014-01-31,749,"RPMG",5214
2014-02-01,2014-02-28,639,"RPMG",5853
2014-03-01,2014-03-31,601,"RPMG",6454
2014-04-01,2014-04-30,696,"RPMG",7150
2014-05-01,2014-05-31,528,"RPMG",7678
2014-06-01,2014-06-30,535,"RPMG",8213
2014-07-01,2014-07-31,566,"RPMG",8779
2014-08-01,2014-08-31,688,"RPMG",9467
2014-09-01,2014-09-30,587,"RPMG",10054
2014-10-01,2014-10-31,674,"RPMG",10728
2014-11-01,2014-11-30,760,"RPMG",11488
2014-12-01,2014-12-31,545,"RPMG",12033
2015-01-01,2015-01-31,796,"RPMG",12829
2015-02-01,2015-02-28,729,"RPMG",13558
2015-03-01,2015-03-31,925,"RPMG",14483
2015-04-01,2015-04-30,1237,"RPMG",15720
2015-05-01,2015-05-31,1159,"RPMG",16879
2015-06-01,2015-06-30,970,"RPMG",17849
2015-07-01,2015-07-31,779,"RPMG",18628
2015-08-01,2015-08-31,856,"RPMG",19484
2015-09-01,2015-09-30,880,"RPMG",20364
2015-10-01,2015-10-31,927,"RPMG",21291
2015-11-01,2015-11-30,1460,"RPMG",22751
2015-12-01,2015-12-31,998,"RPMG",23749
2016-01-01,2016-01-31,994,"RPMG",24743
2016-02-01,2016-02-29,984,"RPMG",25727
2016-03-01,2016-03-31,886,"RPMG",26613
2016-04-01,2016-04-30,768,"RPMG",27381
2016-05-01,2016-05-31,967,"RPMG",28348
2016-06-01,2016-06-30,898,"RPMG",29246
2016-07-01,2016-07-31,818,"RPMG",30064
2016-08-01,2016-08-31,756,"RPMG",30820
2016-09-01,2016-09-30,856,"RPMG",31676
2016-10-01,2016-10-31,858,"RPMG",32534
2016-11-01,2016-11-30,996,"RPMG",33530
2016-12-01,2016-12-31,701,"RPMG",34231
2017-01-01,2017-01-31,801,"RPMG",35032
2017-02-01,2017-02-28,945,"RPMG",35977
2017-03-01,2017-03-31,1006,"RPMG",36983
2017-04-01,2017-04-30,1110,"RPMG",38093
2017-05-01,2017-05-31,939,"RPMG",39032
2017-06-01,2017-06-30,829,"RPMG",39861
2017-07-01,2017-07-31,841,"RPMG",40702
2017-08-01,2017-08-31,753,"RPMG",41455
2017-09-01,2017-09-30,860,"RPMG",42315
2017-10-01,2017-10-31,929,"RPMG",43244
2017-11-01,2017-11-30,911,"RPMG",44155
2017-12-01,2017-12-31,631,"RPMG",44786
2018-01-01,2018-01-31,1211,"RPMG",45997
2018-02-01,2018-02-28,1158,"RPMG",47155
2018-03-01,2018-03-31,1149,"RPMG",48304
2018-04-01,2018-04-30,1114,"RPMG",49418
2018-05-01,2018-05-31,1157,"RPMG",50575
2018-06-01,2018-06-30,951,"RPMG",51526
2018-07-01,2018-07-31,912,"RPMG",52438
2018-08-01,2018-08-31,793,"RPMG",53231
2018-09-01,2018-09-30,1117,"RPMG",54348
2018-10-01,2018-10-31,1166,"RPMG",55514
2018-11-01,2018-11-30,1092,"RPMG",56606
2018-12-01,2018-12-31,809,"RPMG",57415
2019-01-01,2019-01-31,1145,"RPMG",58560
2019-02-01,2019-02-28,1085,"RPMG",59645
2019-03-01,2019-03-31,2247,"RPMG",61892
2019-04-01,2019-04-30,1519,"RPMG",63411
2019-05-01,2019-05-31,2473,"RPMG",65884
2019-06-01,2019-06-30,1934,"RPMG",67818
2019-07-01,2019-07-31,2187,"RPMG",70005
2019-08-01,2019-08-31,1813,"RPMG",71818
2019-09-01,2019-09-30,2635,"RPMG",74453
2019-10-01,2019-10-31,2494,"RPMG",76947
2019-11-01,2019-11-30,1952,"RPMG",78899
2019-12-01,2019-12-31,2230,"RPMG",81129
2020-01-01,2020-01-31,2457,"RPMG",83586
2020-02-01,2020-02-29,2069,"RPMG",85655
2020-03-01,2020-03-31,2025,"RPMG",87680
2020-04-01,2020-04-30,2237,"RPMG",89917
2020-05-01,2020-05-31,2425,"RPMG",92342
2020-06-01,2020-06-30,2121,"RPMG",94463
2020-07-01,2020-07-23,1160,"RPMG",95623
2019-02-01,2019-02-28,174,"safetyGraphics",174
2019-03-01,2019-03-31,245,"safetyGraphics",419
2019-04-01,2019-04-30,238,"safetyGraphics",657
2019-05-01,2019-05-31,320,"safetyGraphics",977
2019-06-01,2019-06-30,215,"safetyGraphics",1192
2019-07-01,2019-07-31,388,"safetyGraphics",1580
2019-08-01,2019-08-31,286,"safetyGraphics",1866
2019-09-01,2019-09-30,306,"safetyGraphics",2172
2019-10-01,2019-10-31,239,"safetyGraphics",2411
2019-11-01,2019-11-30,255,"safetyGraphics",2666
2019-12-01,2019-12-31,251,"safetyGraphics",2917
2020-01-01,2020-01-31,712,"safetyGraphics",3629
2020-02-01,2020-02-29,400,"safetyGraphics",4029
2020-03-01,2020-03-31,426,"safetyGraphics",4455
2020-04-01,2020-04-30,493,"safetyGraphics",4948
2020-05-01,2020-05-31,597,"safetyGraphics",5545
2020-06-01,2020-06-30,441,"safetyGraphics",5986
2020-07-01,2020-07-23,227,"safetyGraphics",6213
2019-02-01,2019-02-28,48,"sdcHierarchies",48
2019-03-01,2019-03-31,715,"sdcHierarchies",763
2019-04-01,2019-04-30,573,"sdcHierarchies",1336
2019-05-01,2019-05-31,601,"sdcHierarchies",1937
2019-06-01,2019-06-30,261,"sdcHierarchies",2198
2019-07-01,2019-07-31,541,"sdcHierarchies",2739
2019-08-01,2019-08-31,479,"sdcHierarchies",3218
2019-09-01,2019-09-30,437,"sdcHierarchies",3655
2019-10-01,2019-10-31,390,"sdcHierarchies",4045
2019-11-01,2019-11-30,611,"sdcHierarchies",4656
2019-12-01,2019-12-31,444,"sdcHierarchies",5100
2020-01-01,2020-01-31,544,"sdcHierarchies",5644
2020-02-01,2020-02-29,521,"sdcHierarchies",6165
2020-03-01,2020-03-31,503,"sdcHierarchies",6668
2020-04-01,2020-04-30,608,"sdcHierarchies",7276
2020-05-01,2020-05-31,675,"sdcHierarchies",7951
2020-06-01,2020-06-30,568,"sdcHierarchies",8519
2020-07-01,2020-07-23,252,"sdcHierarchies",8771
2012-10-01,2012-10-31,30,"sendplot",30
2012-11-01,2012-11-30,59,"sendplot",89
2012-12-01,2012-12-31,80,"sendplot",169
2013-01-01,2013-01-31,82,"sendplot",251
2013-02-01,2013-02-28,92,"sendplot",343
2013-03-01,2013-03-31,178,"sendplot",521
2013-04-01,2013-04-30,179,"sendplot",700
2013-05-01,2013-05-31,174,"sendplot",874
2013-06-01,2013-06-30,131,"sendplot",1005
2013-07-01,2013-07-31,144,"sendplot",1149
2013-08-01,2013-08-31,200,"sendplot",1349
2013-09-01,2013-09-30,235,"sendplot",1584
2013-10-01,2013-10-31,191,"sendplot",1775
2013-11-01,2013-11-30,180,"sendplot",1955
2013-12-01,2013-12-31,140,"sendplot",2095
2014-01-01,2014-01-31,238,"sendplot",2333
2014-02-01,2014-02-28,248,"sendplot",2581
2014-03-01,2014-03-31,311,"sendplot",2892
2014-04-01,2014-04-30,251,"sendplot",3143
2014-05-01,2014-05-31,171,"sendplot",3314
2014-06-01,2014-06-30,171,"sendplot",3485
2014-07-01,2014-07-31,193,"sendplot",3678
2014-08-01,2014-08-31,380,"sendplot",4058
2014-09-01,2014-09-30,233,"sendplot",4291
2014-10-01,2014-10-31,276,"sendplot",4567
2014-11-01,2014-11-30,316,"sendplot",4883
2014-12-01,2014-12-31,1632,"sendplot",6515
2015-01-01,2015-01-31,2095,"sendplot",8610
2015-02-01,2015-02-28,1982,"sendplot",10592
2015-03-01,2015-03-31,1038,"sendplot",11630
2015-04-01,2015-04-30,594,"sendplot",12224
2015-05-01,2015-05-31,478,"sendplot",12702
2015-06-01,2015-06-30,436,"sendplot",13138
2015-07-01,2015-07-31,313,"sendplot",13451
2015-08-01,2015-08-31,439,"sendplot",13890
2015-09-01,2015-09-30,402,"sendplot",14292
2015-10-01,2015-10-31,410,"sendplot",14702
2015-11-01,2015-11-30,405,"sendplot",15107
2015-12-01,2015-12-31,294,"sendplot",15401
2016-01-01,2016-01-31,374,"sendplot",15775
2016-02-01,2016-02-29,540,"sendplot",16315
2016-03-01,2016-03-31,381,"sendplot",16696
2016-04-01,2016-04-30,280,"sendplot",16976
2016-05-01,2016-05-31,434,"sendplot",17410
2016-06-01,2016-06-30,402,"sendplot",17812
2016-07-01,2016-07-31,371,"sendplot",18183
2016-08-01,2016-08-31,277,"sendplot",18460
2016-09-01,2016-09-30,295,"sendplot",18755
2016-10-01,2016-10-31,239,"sendplot",18994
2016-11-01,2016-11-30,417,"sendplot",19411
2016-12-01,2016-12-31,276,"sendplot",19687
2017-01-01,2017-01-31,248,"sendplot",19935
2017-02-01,2017-02-28,280,"sendplot",20215
2017-03-01,2017-03-31,296,"sendplot",20511
2017-04-01,2017-04-30,432,"sendplot",20943
2017-05-01,2017-05-31,414,"sendplot",21357
2017-06-01,2017-06-30,224,"sendplot",21581
2017-07-01,2017-07-31,320,"sendplot",21901
2017-08-01,2017-08-31,290,"sendplot",22191
2017-09-01,2017-09-30,347,"sendplot",22538
2017-10-01,2017-10-31,341,"sendplot",22879
2017-11-01,2017-11-30,280,"sendplot",23159
2017-12-01,2017-12-31,198,"sendplot",23357
2018-01-01,2018-01-31,296,"sendplot",23653
2018-02-01,2018-02-28,298,"sendplot",23951
2018-03-01,2018-03-31,238,"sendplot",24189
2018-04-01,2018-04-30,371,"sendplot",24560
2018-05-01,2018-05-31,374,"sendplot",24934
2018-06-01,2018-06-30,228,"sendplot",25162
2018-07-01,2018-07-31,235,"sendplot",25397
2018-08-01,2018-08-31,233,"sendplot",25630
2018-09-01,2018-09-30,491,"sendplot",26121
2018-10-01,2018-10-31,542,"sendplot",26663
2018-11-01,2018-11-30,514,"sendplot",27177
2018-12-01,2018-12-31,424,"sendplot",27601
2019-01-01,2019-01-31,565,"sendplot",28166
2019-02-01,2019-02-28,588,"sendplot",28754
2019-03-01,2019-03-31,684,"sendplot",29438
2019-04-01,2019-04-30,662,"sendplot",30100
2019-05-01,2019-05-31,1006,"sendplot",31106
2019-06-01,2019-06-30,494,"sendplot",31600
2019-07-01,2019-07-31,775,"sendplot",32375
2019-08-01,2019-08-31,598,"sendplot",32973
2019-09-01,2019-09-30,788,"sendplot",33761
2019-10-01,2019-10-31,878,"sendplot",34639
2019-11-01,2019-11-30,753,"sendplot",35392
2019-12-01,2019-12-31,860,"sendplot",36252
2020-01-01,2020-01-31,1334,"sendplot",37586
2020-02-01,2020-02-29,1064,"sendplot",38650
2020-03-01,2020-03-31,1081,"sendplot",39731
2020-04-01,2020-04-30,1199,"sendplot",40930
2020-05-01,2020-05-31,1250,"sendplot",42180
2020-06-01,2020-06-30,1253,"sendplot",43433
2020-07-01,2020-07-23,542,"sendplot",43975
2017-11-01,2017-11-30,172,"shinyKGode",172
2017-12-01,2017-12-31,74,"shinyKGode",246
2018-01-01,2018-01-31,101,"shinyKGode",347
2018-02-01,2018-02-28,275,"shinyKGode",622
2018-03-01,2018-03-31,122,"shinyKGode",744
2018-04-01,2018-04-30,170,"shinyKGode",914
2018-05-01,2018-05-31,151,"shinyKGode",1065
2018-06-01,2018-06-30,78,"shinyKGode",1143
2018-07-01,2018-07-31,100,"shinyKGode",1243
2018-08-01,2018-08-31,76,"shinyKGode",1319
2018-09-01,2018-09-30,246,"shinyKGode",1565
2018-10-01,2018-10-31,227,"shinyKGode",1792
2018-11-01,2018-11-30,233,"shinyKGode",2025
2018-12-01,2018-12-31,198,"shinyKGode",2223
2019-01-01,2019-01-31,267,"shinyKGode",2490
2019-02-01,2019-02-28,218,"shinyKGode",2708
2019-03-01,2019-03-31,302,"shinyKGode",3010
2019-04-01,2019-04-30,325,"shinyKGode",3335
2019-05-01,2019-05-31,419,"shinyKGode",3754
2019-06-01,2019-06-30,162,"shinyKGode",3916
2019-07-01,2019-07-31,356,"shinyKGode",4272
2019-08-01,2019-08-31,247,"shinyKGode",4519
2019-09-01,2019-09-30,308,"shinyKGode",4827
2019-10-01,2019-10-31,292,"shinyKGode",5119
2019-11-01,2019-11-30,275,"shinyKGode",5394
2019-12-01,2019-12-31,328,"shinyKGode",5722
2020-01-01,2020-01-31,442,"shinyKGode",6164
2020-02-01,2020-02-29,361,"shinyKGode",6525
2020-03-01,2020-03-31,395,"shinyKGode",6920
2020-04-01,2020-04-30,460,"shinyKGode",7380
2020-05-01,2020-05-31,567,"shinyKGode",7947
2020-06-01,2020-06-30,472,"shinyKGode",8419
2020-07-01,2020-07-23,241,"shinyKGode",8660
2015-08-01,2015-08-31,402,"shinystan",402
2015-09-01,2015-09-30,782,"shinystan",1184
2015-10-01,2015-10-31,686,"shinystan",1870
2015-11-01,2015-11-30,578,"shinystan",2448
2015-12-01,2015-12-31,688,"shinystan",3136
2016-01-01,2016-01-31,1891,"shinystan",5027
2016-02-01,2016-02-29,1107,"shinystan",6134
2016-03-01,2016-03-31,876,"shinystan",7010
2016-04-01,2016-04-30,797,"shinystan",7807
2016-05-01,2016-05-31,1622,"shinystan",9429
2016-06-01,2016-06-30,1711,"shinystan",11140
2016-07-01,2016-07-31,2241,"shinystan",13381
2016-08-01,2016-08-31,1983,"shinystan",15364
2016-09-01,2016-09-30,3403,"shinystan",18767
2016-10-01,2016-10-31,2831,"shinystan",21598
2016-11-01,2016-11-30,3694,"shinystan",25292
2016-12-01,2016-12-31,2639,"shinystan",27931
2017-01-01,2017-01-31,3189,"shinystan",31120
2017-02-01,2017-02-28,6048,"shinystan",37168
2017-03-01,2017-03-31,4671,"shinystan",41839
2017-04-01,2017-04-30,4581,"shinystan",46420
2017-05-01,2017-05-31,4014,"shinystan",50434
2017-06-01,2017-06-30,3566,"shinystan",54000
2017-07-01,2017-07-31,3499,"shinystan",57499
2017-08-01,2017-08-31,5505,"shinystan",63004
2017-09-01,2017-09-30,4507,"shinystan",67511
2017-10-01,2017-10-31,4816,"shinystan",72327
2017-11-01,2017-11-30,5281,"shinystan",77608
2017-12-01,2017-12-31,3704,"shinystan",81312
2018-01-01,2018-01-31,4767,"shinystan",86079
2018-02-01,2018-02-28,4289,"shinystan",90368
2018-03-01,2018-03-31,5286,"shinystan",95654
2018-04-01,2018-04-30,5510,"shinystan",101164
2018-05-01,2018-05-31,16500,"shinystan",117664
2018-06-01,2018-06-30,7005,"shinystan",124669
2018-07-01,2018-07-31,6583,"shinystan",131252
2018-08-01,2018-08-31,6634,"shinystan",137886
2018-09-01,2018-09-30,9611,"shinystan",147497
2018-10-01,2018-10-31,16080,"shinystan",163577
2018-11-01,2018-11-30,13223,"shinystan",176800
2018-12-01,2018-12-31,15046,"shinystan",191846
2019-01-01,2019-01-31,13647,"shinystan",205493
2019-02-01,2019-02-28,11994,"shinystan",217487
2019-03-01,2019-03-31,14241,"shinystan",231728
2019-04-01,2019-04-30,12547,"shinystan",244275
2019-05-01,2019-05-31,16560,"shinystan",260835
2019-06-01,2019-06-30,12844,"shinystan",273679
2019-07-01,2019-07-31,13946,"shinystan",287625
2019-08-01,2019-08-31,13633,"shinystan",301258
2019-09-01,2019-09-30,17666,"shinystan",318924
2019-10-01,2019-10-31,29564,"shinystan",348488
2019-11-01,2019-11-30,28241,"shinystan",376729
2019-12-01,2019-12-31,25400,"shinystan",402129
2020-01-01,2020-01-31,28640,"shinystan",430769
2020-02-01,2020-02-29,25883,"shinystan",456652
2020-03-01,2020-03-31,27923,"shinystan",484575
2020-04-01,2020-04-30,30324,"shinystan",514899
2020-05-01,2020-05-31,36725,"shinystan",551624
2020-06-01,2020-06-30,35003,"shinystan",586627
2020-07-01,2020-07-23,18135,"shinystan",604762
2019-04-01,2019-04-30,254,"sleepwalk",254
2019-05-01,2019-05-31,378,"sleepwalk",632
2019-06-01,2019-06-30,184,"sleepwalk",816
2019-07-01,2019-07-31,352,"sleepwalk",1168
2019-08-01,2019-08-31,258,"sleepwalk",1426
2019-09-01,2019-09-30,379,"sleepwalk",1805
2019-10-01,2019-10-31,431,"sleepwalk",2236
2019-11-01,2019-11-30,369,"sleepwalk",2605
2019-12-01,2019-12-31,365,"sleepwalk",2970
2020-01-01,2020-01-31,460,"sleepwalk",3430
2020-02-01,2020-02-29,414,"sleepwalk",3844
2020-03-01,2020-03-31,693,"sleepwalk",4537
2020-04-01,2020-04-30,522,"sleepwalk",5059
2020-05-01,2020-05-31,588,"sleepwalk",5647
2020-06-01,2020-06-30,488,"sleepwalk",6135
2020-07-01,2020-07-23,244,"sleepwalk",6379
2017-04-01,2017-04-30,492,"slickR",492
2017-05-01,2017-05-31,159,"slickR",651
2017-06-01,2017-06-30,121,"slickR",772
2017-07-01,2017-07-31,135,"slickR",907
2017-08-01,2017-08-31,160,"slickR",1067
2017-09-01,2017-09-30,216,"slickR",1283
2017-10-01,2017-10-31,571,"slickR",1854
2017-11-01,2017-11-30,174,"slickR",2028
2017-12-01,2017-12-31,129,"slickR",2157
2018-01-01,2018-01-31,193,"slickR",2350
2018-02-01,2018-02-28,148,"slickR",2498
2018-03-01,2018-03-31,271,"slickR",2769
2018-04-01,2018-04-30,291,"slickR",3060
2018-05-01,2018-05-31,219,"slickR",3279
2018-06-01,2018-06-30,152,"slickR",3431
2018-07-01,2018-07-31,163,"slickR",3594
2018-08-01,2018-08-31,191,"slickR",3785
2018-09-01,2018-09-30,346,"slickR",4131
2018-10-01,2018-10-31,414,"slickR",4545
2018-11-01,2018-11-30,518,"slickR",5063
2018-12-01,2018-12-31,508,"slickR",5571
2019-01-01,2019-01-31,552,"slickR",6123
2019-02-01,2019-02-28,458,"slickR",6581
2019-03-01,2019-03-31,486,"slickR",7067
2019-04-01,2019-04-30,583,"slickR",7650
2019-05-01,2019-05-31,1376,"slickR",9026
2019-06-01,2019-06-30,604,"slickR",9630
2019-07-01,2019-07-31,1235,"slickR",10865
2019-08-01,2019-08-31,955,"slickR",11820
2019-09-01,2019-09-30,986,"slickR",12806
2019-10-01,2019-10-31,1128,"slickR",13934
2019-11-01,2019-11-30,652,"slickR",14586
2019-12-01,2019-12-31,605,"slickR",15191
2020-01-01,2020-01-31,763,"slickR",15954
2020-02-01,2020-02-29,1012,"slickR",16966
2020-03-01,2020-03-31,829,"slickR",17795
2020-04-01,2020-04-30,831,"slickR",18626
2020-05-01,2020-05-31,928,"slickR",19554
2020-06-01,2020-06-30,830,"slickR",20384
2020-07-01,2020-07-23,539,"slickR",20923
2015-06-01,2015-06-30,68,"Sofi",68
2015-07-01,2015-07-31,195,"Sofi",263
2015-08-01,2015-08-31,193,"Sofi",456
2015-09-01,2015-09-30,219,"Sofi",675
2015-10-01,2015-10-31,262,"Sofi",937
2015-11-01,2015-11-30,199,"Sofi",1136
2015-12-01,2015-12-31,176,"Sofi",1312
2016-01-01,2016-01-31,243,"Sofi",1555
2016-02-01,2016-02-29,198,"Sofi",1753
2016-03-01,2016-03-31,141,"Sofi",1894
2016-04-01,2016-04-30,201,"Sofi",2095
2016-05-01,2016-05-31,147,"Sofi",2242
2016-06-01,2016-06-30,140,"Sofi",2382
2016-07-01,2016-07-31,164,"Sofi",2546
2016-08-01,2016-08-31,107,"Sofi",2653
2016-09-01,2016-09-30,115,"Sofi",2768
2016-10-01,2016-10-31,125,"Sofi",2893
2016-11-01,2016-11-30,166,"Sofi",3059
2016-12-01,2016-12-31,144,"Sofi",3203
2017-01-01,2017-01-31,134,"Sofi",3337
2017-02-01,2017-02-28,104,"Sofi",3441
2017-03-01,2017-03-31,96,"Sofi",3537
2017-04-01,2017-04-30,266,"Sofi",3803
2017-05-01,2017-05-31,115,"Sofi",3918
2017-06-01,2017-06-30,123,"Sofi",4041
2017-07-01,2017-07-31,117,"Sofi",4158
2017-08-01,2017-08-31,125,"Sofi",4283
2017-09-01,2017-09-30,134,"Sofi",4417
2017-10-01,2017-10-31,137,"Sofi",4554
2017-11-01,2017-11-30,107,"Sofi",4661
2017-12-01,2017-12-31,78,"Sofi",4739
2018-01-01,2018-01-31,115,"Sofi",4854
2018-02-01,2018-02-28,121,"Sofi",4975
2018-03-01,2018-03-31,92,"Sofi",5067
2018-04-01,2018-04-30,160,"Sofi",5227
2018-05-01,2018-05-31,130,"Sofi",5357
2018-06-01,2018-06-30,87,"Sofi",5444
2018-07-01,2018-07-31,119,"Sofi",5563
2018-08-01,2018-08-31,76,"Sofi",5639
2018-09-01,2018-09-30,227,"Sofi",5866
2018-10-01,2018-10-31,209,"Sofi",6075
2018-11-01,2018-11-30,207,"Sofi",6282
2018-12-01,2018-12-31,181,"Sofi",6463
2019-01-01,2019-01-31,250,"Sofi",6713
2019-02-01,2019-02-28,207,"Sofi",6920
2019-03-01,2019-03-31,299,"Sofi",7219
2019-04-01,2019-04-30,294,"Sofi",7513
2019-05-01,2019-05-31,508,"Sofi",8021
2019-06-01,2019-06-30,185,"Sofi",8206
2019-07-01,2019-07-31,386,"Sofi",8592
2019-08-01,2019-08-31,262,"Sofi",8854
2019-09-01,2019-09-30,331,"Sofi",9185
2019-10-01,2019-10-31,317,"Sofi",9502
2019-11-01,2019-11-30,293,"Sofi",9795
2019-12-01,2019-12-31,440,"Sofi",10235
2020-01-01,2020-01-31,859,"Sofi",11094
2020-02-01,2020-02-29,685,"Sofi",11779
2020-03-01,2020-03-31,708,"Sofi",12487
2020-04-01,2020-04-30,663,"Sofi",13150
2020-05-01,2020-05-31,1090,"Sofi",14240
2020-06-01,2020-06-30,986,"Sofi",15226
2020-07-01,2020-07-23,517,"Sofi",15743
2019-04-01,2019-04-30,891,"STAT",891
2019-05-01,2019-05-31,908,"STAT",1799
2019-06-01,2019-06-30,622,"STAT",2421
2019-07-01,2019-07-31,890,"STAT",3311
2019-08-01,2019-08-31,870,"STAT",4181
2019-09-01,2019-09-30,928,"STAT",5109
2019-10-01,2019-10-31,1327,"STAT",6436
2019-11-01,2019-11-30,1085,"STAT",7521
2019-12-01,2019-12-31,878,"STAT",8399
2020-01-01,2020-01-31,1191,"STAT",9590
2020-02-01,2020-02-29,987,"STAT",10577
2020-03-01,2020-03-31,983,"STAT",11560
2020-04-01,2020-04-30,1033,"STAT",12593
2020-05-01,2020-05-31,1341,"STAT",13934
2020-06-01,2020-06-30,1193,"STAT",15127
2020-07-01,2020-07-23,551,"STAT",15678
2014-12-01,2014-12-31,14,"svgViewR",14
2015-01-01,2015-01-31,302,"svgViewR",316
2015-02-01,2015-02-28,219,"svgViewR",535
2015-03-01,2015-03-31,257,"svgViewR",792
2015-04-01,2015-04-30,338,"svgViewR",1130
2015-05-01,2015-05-31,209,"svgViewR",1339
2015-06-01,2015-06-30,296,"svgViewR",1635
2015-07-01,2015-07-31,185,"svgViewR",1820
2015-08-01,2015-08-31,228,"svgViewR",2048
2015-09-01,2015-09-30,248,"svgViewR",2296
2015-10-01,2015-10-31,274,"svgViewR",2570
2015-11-01,2015-11-30,221,"svgViewR",2791
2015-12-01,2015-12-31,189,"svgViewR",2980
2016-01-01,2016-01-31,264,"svgViewR",3244
2016-02-01,2016-02-29,231,"svgViewR",3475
2016-03-01,2016-03-31,196,"svgViewR",3671
2016-04-01,2016-04-30,164,"svgViewR",3835
2016-05-01,2016-05-31,151,"svgViewR",3986
2016-06-01,2016-06-30,154,"svgViewR",4140
2016-07-01,2016-07-31,181,"svgViewR",4321
2016-08-01,2016-08-31,125,"svgViewR",4446
2016-09-01,2016-09-30,195,"svgViewR",4641
2016-10-01,2016-10-31,207,"svgViewR",4848
2016-11-01,2016-11-30,216,"svgViewR",5064
2016-12-01,2016-12-31,185,"svgViewR",5249
2017-01-01,2017-01-31,169,"svgViewR",5418
2017-02-01,2017-02-28,160,"svgViewR",5578
2017-03-01,2017-03-31,165,"svgViewR",5743
2017-04-01,2017-04-30,277,"svgViewR",6020
2017-05-01,2017-05-31,181,"svgViewR",6201
2017-06-01,2017-06-30,166,"svgViewR",6367
2017-07-01,2017-07-31,164,"svgViewR",6531
2017-08-01,2017-08-31,162,"svgViewR",6693
2017-09-01,2017-09-30,169,"svgViewR",6862
2017-10-01,2017-10-31,175,"svgViewR",7037
2017-11-01,2017-11-30,143,"svgViewR",7180
2017-12-01,2017-12-31,108,"svgViewR",7288
2018-01-01,2018-01-31,227,"svgViewR",7515
2018-02-01,2018-02-28,227,"svgViewR",7742
2018-03-01,2018-03-31,186,"svgViewR",7928
2018-04-01,2018-04-30,223,"svgViewR",8151
2018-05-01,2018-05-31,213,"svgViewR",8364
2018-06-01,2018-06-30,153,"svgViewR",8517
2018-07-01,2018-07-31,172,"svgViewR",8689
2018-08-01,2018-08-31,143,"svgViewR",8832
2018-09-01,2018-09-30,293,"svgViewR",9125
2018-10-01,2018-10-31,314,"svgViewR",9439
2018-11-01,2018-11-30,308,"svgViewR",9747
2018-12-01,2018-12-31,262,"svgViewR",10009
2019-01-01,2019-01-31,336,"svgViewR",10345
2019-02-01,2019-02-28,267,"svgViewR",10612
2019-03-01,2019-03-31,430,"svgViewR",11042
2019-04-01,2019-04-30,495,"svgViewR",11537
2019-05-01,2019-05-31,715,"svgViewR",12252
2019-06-01,2019-06-30,287,"svgViewR",12539
2019-07-01,2019-07-31,780,"svgViewR",13319
2019-08-01,2019-08-31,550,"svgViewR",13869
2019-09-01,2019-09-30,554,"svgViewR",14423
2019-10-01,2019-10-31,559,"svgViewR",14982
2019-11-01,2019-11-30,499,"svgViewR",15481
2019-12-01,2019-12-31,649,"svgViewR",16130
2020-01-01,2020-01-31,959,"svgViewR",17089
2020-02-01,2020-02-29,594,"svgViewR",17683
2020-03-01,2020-03-31,588,"svgViewR",18271
2020-04-01,2020-04-30,643,"svgViewR",18914
2020-05-01,2020-05-31,784,"svgViewR",19698
2020-06-01,2020-06-30,669,"svgViewR",20367
2020-07-01,2020-07-23,356,"svgViewR",20723
2015-05-01,2015-05-31,218,"threejs",218
2015-06-01,2015-06-30,539,"threejs",757
2015-07-01,2015-07-31,510,"threejs",1267
2015-08-01,2015-08-31,784,"threejs",2051
2015-09-01,2015-09-30,884,"threejs",2935
2015-10-01,2015-10-31,910,"threejs",3845
2015-11-01,2015-11-30,1058,"threejs",4903
2015-12-01,2015-12-31,1126,"threejs",6029
2016-01-01,2016-01-31,1640,"threejs",7669
2016-02-01,2016-02-29,1279,"threejs",8948
2016-03-01,2016-03-31,1381,"threejs",10329
2016-04-01,2016-04-30,2340,"threejs",12669
2016-05-01,2016-05-31,2449,"threejs",15118
2016-06-01,2016-06-30,2243,"threejs",17361
2016-07-01,2016-07-31,2121,"threejs",19482
2016-08-01,2016-08-31,1836,"threejs",21318
2016-09-01,2016-09-30,2094,"threejs",23412
