suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,lattitude,longtitude,region_name,property_count
Heidelberg Heights,2,h,NA,PI,Barry,18/6/16,10.5,3081,2,1,1,263,98,1960,Banyule City Council,-37.7441,145.0582,Eastern Metropolitan,2947
Heidelberg Heights,3,h,725000,S,Haughton,19/11/16,10.5,3081,3,1,2,580,NA,NA,Banyule City Council,-37.738,145.0563,Eastern Metropolitan,2947
Heidelberg Heights,2,u,605000,S,Harcourts,19/11/16,10.5,3081,2,1,1,166,87,2008,Banyule City Council,-37.7416,145.0567,Eastern Metropolitan,2947
Heidelberg Heights,8,h,770000,VB,Miles,19/11/16,10.5,3081,8,4,4,638,115,1960,Banyule City Council,-37.7426,145.048,Eastern Metropolitan,2947
Heidelberg Heights,3,h,950000,S,Miles,19/11/16,10.5,3081,3,1,2,800,118,1960,Banyule City Council,-37.7406,145.0483,Eastern Metropolitan,2947
Heidelberg Heights,4,h,856000,S,Miles,22/8/16,10.5,3081,4,1,2,722,208,1975,Banyule City Council,-37.7477,145.0565,Eastern Metropolitan,2947
Heidelberg Heights,3,h,600000,VB,Fletchers,22/8/16,10.5,3081,3,2,2,251,200,2012,Banyule City Council,-37.7358,145.0559,Eastern Metropolitan,2947
Heidelberg Heights,2,u,450000,SP,Miles,23/4/16,10.5,3081,2,1,1,0,82,NA,Banyule City Council,-37.7359,145.0563,Eastern Metropolitan,2947
Heidelberg Heights,3,t,620000,PI,Barry,23/4/16,10.5,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2947
Heidelberg Heights,2,h,675000,S,Fletchers,24/9/16,10.5,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2947
Heidelberg Heights,2,h,1060000,S,Miles,25/2/17,10.5,3081,2,1,0,837,NA,NA,Banyule City Council,-37.7389,145.053,Eastern Metropolitan,2947
Heidelberg Heights,3,h,850000,S,Barry,25/2/17,10.5,3081,3,1,1,590,NA,NA,Banyule City Council,-37.7483,145.0479,Eastern Metropolitan,2947
Heidelberg Heights,2,u,570000,S,Darren,25/2/17,10.5,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2947
Heidelberg Heights,2,h,510000,SP,Barry,25/2/17,10.5,3081,2,1,2,244,NA,NA,Banyule City Council,-37.7421,145.0491,Eastern Metropolitan,2947
Heidelberg Heights,3,h,1100000,SP,Miles,25/2/17,10.5,3081,3,1,0,613,NA,1925,Banyule City Council,-37.7532,145.0554,Eastern Metropolitan,2947
Heidelberg Heights,3,h,915000,S,Miles,25/2/17,10.5,3081,3,1,1,748,101,1950,Banyule City Council,-37.7416,145.0481,Eastern Metropolitan,2947
Heidelberg Heights,2,u,400000,PI,hockingstuart,26/7/16,10.5,3081,2,1,1,127,83,1970,Banyule City Council,-37.747,145.0575,Eastern Metropolitan,2947
Heidelberg Heights,3,h,NA,SN,Miles,27/6/16,10.5,3081,3,1,2,621,132,1935,Banyule City Council,-37.7529,145.0558,Eastern Metropolitan,2947
Heidelberg Heights,2,h,526000,S,Barry,27/6/16,10.5,3081,2,1,1,310,NA,1994,Banyule City Council,-37.7389,145.0486,Eastern Metropolitan,2947
Heidelberg Heights,2,h,570000,S,Haughton,27/11/16,10.5,3081,2,1,3,428,NA,NA,Banyule City Council,-37.7355,145.0573,Eastern Metropolitan,2947
Heidelberg Heights,3,h,550000,VB,Purplebricks,27/11/16,10.5,3081,3,1,1,420,90,1960,Banyule City Council,-37.7363,145.0506,Eastern Metropolitan,2947
Heidelberg Heights,2,h,510000,SP,Fletchers,27/11/16,10.5,3081,2,1,1,174,NA,NA,Banyule City Council,-37.7433,145.0545,Eastern Metropolitan,2947
Heidelberg Heights,2,h,590000,S,Miles,28/5/16,10.5,3081,2,1,2,586,80,1955,Banyule City Council,-37.7435,145.0486,Eastern Metropolitan,2947
Heidelberg Heights,2,h,920000,S,Barry,28/5/16,10.5,3081,2,1,3,932,97,1950,Banyule City Council,-37.7333,145.0588,Eastern Metropolitan,2947
Heidelberg Heights,2,h,460000,VB,Nelson,28/5/16,10.5,3081,2,1,2,508,79,1955,Banyule City Council,-37.7428,145.0557,Eastern Metropolitan,2947
Heidelberg Heights,3,h,662500,S,Coventry,28/5/16,10.5,3081,3,1,4,552,NA,NA,Banyule City Council,-37.7379,145.0514,Eastern Metropolitan,2947
Heidelberg Heights,4,h,1000500,S,Miles,30/7/16,10.5,3081,4,2,1,592,191,1950,Banyule City Council,-37.7478,145.0477,Eastern Metropolitan,2947
Heidelberg Heights,3,h,631000,S,Barry,30/7/16,10.5,3081,3,1,1,596,99,1960,Banyule City Council,-37.7432,145.0479,Eastern Metropolitan,2947
Heidelberg West,2,h,NA,SP,Nelson,3/9/16,9.4,3081,2,1,4,612,NA,NA,Banyule City Council,-37.7431,145.0397,Eastern Metropolitan,2674
Heidelberg West,5,h,765000,S,Nelson,3/9/16,9.4,3081,3,2,2,415,NA,NA,Banyule City Council,-37.7354,145.0381,Eastern Metropolitan,2674
Heidelberg West,3,h,691000,S,Haughton,3/9/16,9.4,3081,2,1,2,624,86,1965,Banyule City Council,-37.7456,145.0397,Eastern Metropolitan,2674
Heidelberg West,3,h,560000,SP,William,3/12/16,9.4,3081,3,1,1,523,87,1960,Banyule City Council,-37.7369,145.0376,Eastern Metropolitan,2674
Heidelberg West,2,h,735000,SP,Miles,3/12/16,9.4,3081,2,1,3,602,NA,NA,Banyule City Council,-37.7455,145.0452,Eastern Metropolitan,2674
Heidelberg West,3,u,535600,S,Barry,4/3/17,9.4,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2674
Heidelberg West,3,h,830000,S,Barry,4/3/17,9.4,3081,3,2,0,643,NA,NA,Banyule City Council,-37.737,145.0364,Eastern Metropolitan,2674
Heidelberg West,3,h,NA,SN,Barry,4/3/17,9.4,3081,3,1,0,597,93,1960,Banyule City Council,-37.7365,145.0459,Eastern Metropolitan,2674
Heidelberg West,2,u,470000,S,Miles,4/3/17,9.4,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2674
Heidelberg West,4,h,NA,W,YPA,4/6/16,9.4,3081,4,3,2,596,NA,2013,Banyule City Council,-37.7343,145.0458,Eastern Metropolitan,2674
Heidelberg West,3,h,330000,S,Barry,4/6/16,9.4,3081,3,1,1,468,NA,NA,Banyule City Council,-37.7357,145.0413,Eastern Metropolitan,2674
Heidelberg West,1,h,405000,S,Nelson,6/8/16,9.4,3081,1,1,2,374,NA,NA,Banyule City Council,-37.7359,145.038,Eastern Metropolitan,2674
Heidelberg West,2,t,370000,VB,Miles,7/5/16,9.4,3081,2,1,1,100,90,2013,Banyule City Council,-37.7383,145.036,Eastern Metropolitan,2674
Heidelberg West,3,h,532000,S,Miles,7/11/16,9.4,3081,3,1,1,390,86,1955,Banyule City Council,-37.7369,145.0422,Eastern Metropolitan,2674
Heidelberg West,3,h,740000,S,Barry,7/11/16,9.4,3081,3,2,1,627,NA,1960,Banyule City Council,-37.747,145.0402,Eastern Metropolitan,2674
Heidelberg West,2,h,686000,S,Nelson,8/10/16,9.4,3081,2,1,2,650,NA,NA,Banyule City Council,-37.7446,145.0404,Eastern Metropolitan,2674
Heidelberg West,2,h,501500,S,Nelson,8/10/16,9.4,3081,2,1,2,538,NA,NA,Banyule City Council,-37.7405,145.0365,Eastern Metropolitan,2674
Heidelberg West,3,h,525500,S,Nelson,8/10/16,9.4,3081,3,1,1,605,NA,NA,Banyule City Council,-37.7344,145.0404,Eastern Metropolitan,2674
Heidelberg West,2,h,NA,SN,Barry,8/10/16,9.4,3081,2,1,0,590,NA,NA,Banyule City Council,-37.7461,145.0422,Eastern Metropolitan,2674
Heidelberg West,3,h,525000,S,Miles,10/12/16,9.4,3081,3,1,2,192,NA,1970,Banyule City Council,-37.7409,145.0398,Eastern Metropolitan,2674
Heidelberg West,3,h,NA,SP,hockingstuart,10/12/16,9.4,3081,3,1,1,396,NA,NA,Banyule City Council,-37.7387,145.045,Eastern Metropolitan,2674
Heidelberg West,3,h,710000,S,William,10/12/16,9.4,3081,3,1,1,594,107,NA,Banyule City Council,-37.7385,145.0409,Eastern Metropolitan,2674
Heidelberg West,3,h,808000,S,Barry,11/2/17,9.4,3081,3,1,0,649,NA,NA,Banyule City Council,-37.7386,145.0441,Eastern Metropolitan,2674
Heidelberg West,3,h,652000,S,Barry,11/2/17,9.4,3081,3,1,0,589,NA,NA,Banyule City Council,-37.7356,145.0448,Eastern Metropolitan,2674
Heidelberg West,2,h,515500,S,Barry,12/11/16,9.4,3081,2,1,1,331,111,1960,Banyule City Council,-37.7441,145.0379,Eastern Metropolitan,2674
Heidelberg West,3,h,800000,S,Haughton,12/11/16,9.4,3081,3,1,3,633,88,1950,Banyule City Council,-37.746,145.0422,Eastern Metropolitan,2674
Heidelberg West,3,h,675000,S,Haughton,12/11/16,9.4,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2674
Heidelberg West,2,h,450000,S,Haughton,14/5/16,9.4,3081,2,1,2,418,NA,1960,Banyule City Council,-37.7392,145.0425,Eastern Metropolitan,2674
Heidelberg West,3,h,605000,PI,Haughton,14/5/16,9.4,3081,1,2,4,0,NA,NA,Banyule City Council,-37.7391,145.0427,Eastern Metropolitan,2674
Heidelberg West,2,h,620000,PI,Ray,16/4/16,9.4,3081,2,1,2,668,88,1950,Banyule City Council,-37.7389,145.0393,Eastern Metropolitan,2674
Heidelberg West,2,h,497500,SP,Miles,16/4/16,9.4,3081,2,1,2,708,NA,NA,Banyule City Council,-37.7443,145.0454,Eastern Metropolitan,2674
Heidelberg West,2,u,360000,SP,Miles,16/4/16,9.4,3081,2,1,1,89,85,1970,Banyule City Council,-37.7444,145.047,Eastern Metropolitan,2674
Heidelberg West,2,h,440500,S,hockingstuart,16/7/16,9.4,3081,2,1,1,368,81,1955,Banyule City Council,-37.7341,145.0434,Eastern Metropolitan,2674
Heidelberg West,4,h,758000,S,Miles,17/9/16,9.4,3081,4,1,1,632,152,1955,Banyule City Council,-37.7466,145.0428,Eastern Metropolitan,2674
Heidelberg West,3,h,690500,S,Ray,17/9/16,9.4,3081,3,1,2,605,NA,NA,Banyule City Council,-37.7386,145.0447,Eastern Metropolitan,2674
Heidelberg West,2,h,NA,S,Nelson,18/3/17,9.4,3081,2,1,1,646,83,1950,Banyule City Council,-37.7423,145.0408,Eastern Metropolitan,2674
Heidelberg West,2,h,752000,S,Barry,18/3/17,9.4,3081,2,1,0,627,NA,NA,Banyule City Council,-37.7469,145.0399,Eastern Metropolitan,2674
Heidelberg West,3,u,NA,S,Nelson,18/3/17,9.4,3081,3,1,1,209,93,2005,Banyule City Council,-37.7433,145.0412,Eastern Metropolitan,2674
Heidelberg West,2,h,777000,S,Barry,18/3/17,9.4,3081,2,1,0,649,NA,NA,Banyule City Council,-37.7443,145.0452,Eastern Metropolitan,2674
Heidelberg West,2,h,680000,PI,C21,18/3/17,9.4,3081,2,1,1,591,NA,NA,Banyule City Council,-37.7385,145.0387,Eastern Metropolitan,2674
Heidelberg West,3,h,480000,PI,Ray,18/6/16,9.4,3081,3,1,1,338,13,1980,Banyule City Council,-37.739,145.0481,Eastern Metropolitan,2674
Heidelberg West,4,h,715000,S,Barry,19/11/16,9.4,3081,4,2,2,521,196,1990,Banyule City Council,-37.738,145.0374,Eastern Metropolitan,2674
Heidelberg West,2,h,520000,VB,Nelson,22/5/16,9.4,3081,2,1,2,594,NA,NA,Banyule City Council,-37.7471,145.0427,Eastern Metropolitan,2674
Heidelberg West,3,h,646250,S,Ray,22/5/16,9.4,3081,3,1,2,616,18,1965,Banyule City Council,-37.747,145.0389,Eastern Metropolitan,2674
Heidelberg West,3,h,1375000,PI,Ray,23/4/16,9.4,3081,3,1,1,368,106,1960,Banyule City Council,-37.7344,145.044,Eastern Metropolitan,2674
Heidelberg West,3,h,687000,S,William,24/9/16,9.4,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2674
Heidelberg West,3,h,NA,PN,Ray,24/9/16,9.4,3081,3,1,2,605,NA,NA,Banyule City Council,-37.7386,145.0447,Eastern Metropolitan,2674
Heidelberg West,3,h,722000,S,Miles,25/2/17,9.4,3081,3,1,2,593,99,1950,Banyule City Council,-37.7386,145.0387,Eastern Metropolitan,2674
Heidelberg West,2,h,790000,S,Barry,25/2/17,9.4,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2674
Heidelberg West,2,h,715000,S,Haughton,25/2/17,9.4,3081,2,1,3,609,NA,NA,Banyule City Council,-37.7415,145.0391,Eastern Metropolitan,2674
Heidelberg West,1,h,636000,S,Barry,26/7/16,9.4,3081,1,1,1,588,NA,NA,Banyule City Council,-37.7454,145.0397,Eastern Metropolitan,2674
Heidelberg West,2,h,590000,S,Nelson,27/6/16,9.4,3081,2,1,2,586,NA,NA,Banyule City Council,-37.7418,145.0464,Eastern Metropolitan,2674
Heidelberg West,4,h,820000,S,Fletchers,27/11/16,9.4,3081,4,2,2,608,NA,NA,Banyule City Council,-37.7437,145.0402,Eastern Metropolitan,2674
Heidelberg West,2,h,725000,S,Haughton,27/11/16,9.4,3081,2,1,3,632,77,1960,Banyule City Council,-37.7443,145.0462,Eastern Metropolitan,2674
Heidelberg West,2,h,705000,S,Miles,27/11/16,9.4,3081,2,1,1,583,NA,NA,Banyule City Council,-37.7352,145.0449,Eastern Metropolitan,2674
Heidelberg West,3,h,710000,S,Haughton,27/11/16,9.4,3081,3,2,4,1,NA,NA,Banyule City Council,-37.7411,145.0394,Eastern Metropolitan,2674
Heidelberg West,2,h,415000,SP,Ray,28/5/16,9.4,3081,2,1,1,422,NA,NA,Banyule City Council,-37.7343,145.044,Eastern Metropolitan,2674
Heidelberg West,3,h,392000,S,Barry,28/5/16,9.4,3081,3,1,2,372,NA,NA,Banyule City Council,-37.7383,145.0414,Eastern Metropolitan,2674
Heidelberg West,3,h,961000,S,Nelson,28/5/16,9.4,3081,3,1,2,1179,NA,NA,Banyule City Council,-37.7411,145.0468,Eastern Metropolitan,2674
Heidelberg West,4,t,755000,SP,Jellis,28/5/16,9.4,3081,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2674
Heidelberg West,3,h,507000,PI,Nelson,28/5/16,9.4,3081,3,1,1,536,NA,NA,Banyule City Council,-37.7403,145.0365,Eastern Metropolitan,2674
Heidelberg West,3,h,465000,S,Ray,28/8/16,9.4,3081,2,1,1,413,85,1960,Banyule City Council,-37.7399,145.0369,Eastern Metropolitan,2674
Heidelberg West,3,h,675000,SP,Ray,28/8/16,9.4,3081,3,1,2,665,NA,NA,Banyule City Council,-37.739,145.0451,Eastern Metropolitan,2674
Hughesdale,3,h,NA,SN,Ray,3/9/16,13,3166,4,1,3,671,NA,NA,Monash City Council,-37.8947,145.0859,Southern Metropolitan,3145
Hughesdale,2,h,1550000,S,Woodards,3/9/16,13,3166,2,1,1,732,97,1950,Monash City Council,-37.8931,145.0791,Southern Metropolitan,3145
Hughesdale,2,u,516000,S,Ray,3/9/16,13,3166,2,1,1,0,76,1970,Monash City Council,-37.8967,145.0858,Southern Metropolitan,3145
Hughesdale,3,h,1490000,S,Ray,3/12/16,13,3166,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Southern Metropolitan,3145
Hughesdale,3,h,1340000,S,Ray,3/12/16,13,3166,3,1,1,705,128,1920,Monash City Council,-37.8994,145.0816,Southern Metropolitan,3145
Hughesdale,3,u,855000,S,Ray,4/3/17,13,3166,3,1,2,0,NA,NA,Monash City Council,-37.8909,145.0807,Southern Metropolitan,3145
Hughesdale,3,h,1316000,S,Ray,6/8/16,13,3166,2,1,2,715,126,1949,Monash City Council,-37.9072,145.0762,Southern Metropolitan,3145
Hughesdale,3,t,828000,S,Ray,7/5/16,13,3166,3,2,1,206,118,2002,Monash City Council,-37.8966,145.0863,Southern Metropolitan,3145
Hughesdale,3,t,NA,SN,Ray,8/10/16,13,3166,3,2,2,413,NA,1998,Monash City Council,-37.8991,145.083,Southern Metropolitan,3145
Hughesdale,3,h,1055000,S,Woodards,8/10/16,13,3166,3,1,1,562,97,1930,Monash City Council,-37.9022,145.0811,Southern Metropolitan,3145
Hughesdale,4,h,NA,SN,Ray,10/9/16,13,3166,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Southern Metropolitan,3145
Hughesdale,2,u,623000,S,Ray,10/9/16,13,3166,2,1,1,101,90,1970,Monash City Council,-37.8988,145.0781,Southern Metropolitan,3145
Hughesdale,4,h,2120000,S,Woodards,10/9/16,13,3166,4,2,2,847,315,1925,Monash City Council,-37.8927,145.0781,Southern Metropolitan,3145
Hughesdale,4,h,1745000,S,Woodards,10/12/16,13,3166,4,2,1,547,185,1925,Monash City Council,-37.9002,145.0768,Southern Metropolitan,3145
Hughesdale,2,u,NA,SN,Ray,10/12/16,13,3166,2,2,1,150,96,2010,Monash City Council,-37.8877,145.0787,Southern Metropolitan,3145
Hughesdale,4,h,1700000,S,Ray,12/11/16,13,3166,4,2,2,545,180,1940,Monash City Council,-37.9002,145.0773,Southern Metropolitan,3145
Hughesdale,2,u,420000,VB,Woodards,12/11/16,13,3166,2,1,1,0,70,2010,Monash City Council,-37.9008,145.0859,Southern Metropolitan,3145
Hughesdale,2,u,375500,S,Gary,12/11/16,13,3166,2,1,1,0,NA,1970,Monash City Council,-37.8934,145.0853,Southern Metropolitan,3145
Hughesdale,3,h,1350000,S,Buxton,12/11/16,13,3166,3,1,2,698,NA,NA,Monash City Council,-37.8982,145.0806,Southern Metropolitan,3145
Hughesdale,4,h,900000,S,Ray,13/8/16,13,3166,1,1,1,369,NA,NA,Monash City Council,-37.9054,145.0857,Southern Metropolitan,3145
Hughesdale,3,u,NA,PI,Buxton,14/5/16,13,3166,3,1,2,225,NA,NA,Monash City Council,-37.9025,145.0862,Southern Metropolitan,3145
Hughesdale,2,h,1262000,S,Woodards,15/10/16,13,3166,2,1,1,546,NA,NA,Monash City Council,-37.9003,145.0777,Southern Metropolitan,3145
Hughesdale,3,h,880000,S,Barry,15/10/16,13,3166,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Southern Metropolitan,3145
Hughesdale,4,h,1337000,S,Ray,15/10/16,13,3166,4,1,2,696,100,1930,Monash City Council,-37.8991,145.0804,Southern Metropolitan,3145
Hughesdale,2,u,455000,S,Fletchers,16/4/16,13,3166,2,1,2,0,60,1960,Monash City Council,-37.8942,145.0867,Southern Metropolitan,3145
Hughesdale,3,u,905000,S,Woodards,17/9/16,13,3166,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Southern Metropolitan,3145
Hughesdale,2,u,400000,PI,Ray,17/9/16,13,3166,2,1,1,100,88,1975,Monash City Council,-37.8945,145.0876,Southern Metropolitan,3145
Hughesdale,2,u,648000,S,Ray,18/6/16,13,3166,2,1,1,0,NA,NA,Monash City Council,-37.9014,145.0824,Southern Metropolitan,3145
Hughesdale,4,h,1455000,S,Ray,19/11/16,13,3166,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Southern Metropolitan,3145
Hughesdale,3,h,NA,SN,Greg,22/5/16,13,3166,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Southern Metropolitan,3145
Hughesdale,3,h,1210000,S,Ray,22/8/16,13,3166,3,1,2,730,122,1940,Monash City Council,-37.9034,145.0796,Southern Metropolitan,3145
Hughesdale,4,h,NA,SN,Woodards,25/2/17,13,3166,4,2,2,0,NA,NA,Monash City Council,-37.9049,145.0759,Southern Metropolitan,3145
Hughesdale,3,h,1345000,S,Ray,25/2/17,13,3166,NA,NA,NA,NA,NA,NA,Monash City Council,NA,NA,Southern Metropolitan,3145
Hughesdale,4,h,1167500,S,Buxton,26/7/16,13,3166,3,2,1,678,184,1950,Monash City Council,-37.898,145.0815,Southern Metropolitan,3145
Hughesdale,3,t,900000,S,Buxton,26/7/16,13,3166,3,2,1,360,154,1975,Monash City Council,-37.8937,145.0779,Southern Metropolitan,3145
Hughesdale,4,h,1322000,S,Woodards,28/8/16,13,3166,3,2,4,738,NA,NA,Monash City Council,-37.8996,145.076,Southern Metropolitan,3145
Hughesdale,2,h,677500,PI,hockingstuart,30/7/16,13,3166,2,1,4,575,83,1950,Monash City Council,-37.9084,145.0775,Southern Metropolitan,3145
Ivanhoe,2,u,480000,VB,Miles,3/9/16,7.9,3079,2,1,1,0,NA,NA,Banyule City Council,-37.77,145.0472,Eastern Metropolitan,5549
Ivanhoe,2,u,430000,VB,Miles,3/12/16,7.9,3079,2,1,1,0,NA,1970,Banyule City Council,-37.7662,145.0516,Eastern Metropolitan,5549
Ivanhoe,1,u,460000,SP,Miles,3/12/16,7.9,3079,1,1,0,75,NA,1970,Banyule City Council,-37.7759,145.043,Eastern Metropolitan,5549
Ivanhoe,4,h,1601000,S,Nelson,3/12/16,7.9,3079,4,3,2,610,NA,NA,Banyule City Council,-37.7662,145.04,Eastern Metropolitan,5549
Ivanhoe,4,h,1450000,VB,Nelson,4/3/17,7.9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,5549
Ivanhoe,4,h,NA,SN,Miles,4/3/17,7.9,3079,4,3,0,599,232,1935,Banyule City Council,-37.7768,145.0406,Eastern Metropolitan,5549
Ivanhoe,4,h,2265000,S,Miles,4/3/17,7.9,3079,4,2,2,925,208,1925,Banyule City Council,-37.7652,145.041,Eastern Metropolitan,5549
Ivanhoe,3,h,1680000,VB,Miles,4/3/17,7.9,3079,3,2,2,665,NA,NA,Banyule City Council,-37.7714,145.0455,Eastern Metropolitan,5549
Ivanhoe,2,t,790000,VB,Miles,4/3/17,7.9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,5549
Ivanhoe,2,u,440000,SP,Miles,4/3/17,7.9,3079,2,1,0,0,NA,1960,Banyule City Council,-37.7711,145.047,Eastern Metropolitan,5549
Ivanhoe,4,h,2350000,S,Nelson,4/3/17,7.9,3079,4,2,2,638,NA,NA,Banyule City Council,-37.7641,145.0501,Eastern Metropolitan,5549
Ivanhoe,3,t,962000,S,Miles,4/3/17,7.9,3079,3,2,1,108,NA,NA,Banyule City Council,-37.7668,145.0434,Eastern Metropolitan,5549
Ivanhoe,3,h,981000,S,Nelson,4/6/16,7.9,3079,5,3,2,626,378,2016,Banyule City Council,-37.76,145.0326,Eastern Metropolitan,5549
Ivanhoe,4,h,2400000,S,Jellis,4/6/16,7.9,3079,0,2,2,1252,201,1920,Banyule City Council,-37.7727,145.0484,Eastern Metropolitan,5549
Ivanhoe,3,t,890000,S,Nelson,4/6/16,7.9,3079,3,2,2,249,140,2005,Banyule City Council,-37.766,145.0345,Eastern Metropolitan,5549
Ivanhoe,2,u,581000,S,Miles,6/8/16,7.9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,5549
Ivanhoe,3,h,NA,SN,Miles,7/5/16,7.9,3079,3,2,1,503,136,1960,Banyule City Council,-37.7624,145.036,Eastern Metropolitan,5549
Ivanhoe,2,u,490000,S,Miles,7/5/16,7.9,3079,2,1,1,0,NA,1960,Banyule City Council,-37.7669,145.0505,Eastern Metropolitan,5549
Ivanhoe,2,u,739000,S,Miles,7/5/16,7.9,3079,2,1,1,648,91,1965,Banyule City Council,-37.7702,145.0493,Eastern Metropolitan,5549
Ivanhoe,3,h,1340000,S,Miles,7/5/16,7.9,3079,2,1,1,571,NA,NA,Banyule City Council,-37.7614,145.0433,Eastern Metropolitan,5549
Ivanhoe,4,h,NA,SN,Miles,7/5/16,7.9,3079,4,2,2,775,330,2000,Banyule City Council,-37.7697,145.0458,Eastern Metropolitan,5549
Ivanhoe,3,h,785000,S,Miles,7/11/16,7.9,3079,3,2,0,399,110,1950,Banyule City Council,-37.7551,145.05,Eastern Metropolitan,5549
Ivanhoe,3,h,1155000,S,Nelson,7/11/16,7.9,3079,3,1,2,537,170,1945,Banyule City Council,-37.7773,145.0379,Eastern Metropolitan,5549
Ivanhoe,3,h,NA,PN,Pagan,7/11/16,7.9,3079,3,1,2,775,138,1925,Banyule City Council,-37.7671,145.0338,Eastern Metropolitan,5549
Ivanhoe,4,h,1300000,S,Nelson,7/11/16,7.9,3079,4,1,1,586,NA,NA,Banyule City Council,-37.7726,145.0396,Eastern Metropolitan,5549
Ivanhoe,2,h,1020000,S,Buckingham,10/9/16,7.9,3079,2,1,1,557,78,1955,Banyule City Council,-37.7568,145.0355,Eastern Metropolitan,5549
Ivanhoe,3,h,1796000,S,Miles,10/9/16,7.9,3079,3,1,1,614,NA,NA,Banyule City Council,-37.7768,145.0409,Eastern Metropolitan,5549
Ivanhoe,2,h,790000,S,Haughton,10/9/16,7.9,3079,2,1,1,221,NA,NA,Banyule City Council,-37.7654,145.036,Eastern Metropolitan,5549
Ivanhoe,3,h,1465000,S,William,10/9/16,7.9,3079,3,1,2,630,126,1960,Banyule City Council,-37.7635,145.039,Eastern Metropolitan,5549
Ivanhoe,3,t,855000,S,Woodards,10/12/16,7.9,3079,3,2,2,0,130,1980,Banyule City Council,-37.765,145.0422,Eastern Metropolitan,5549
Ivanhoe,2,u,705000,S,Miles,10/12/16,7.9,3079,2,1,1,94,NA,NA,Banyule City Council,-37.7679,145.0452,Eastern Metropolitan,5549
Ivanhoe,2,u,504000,S,Barry,10/12/16,7.9,3079,2,1,1,0,NA,NA,Banyule City Council,-37.7712,145.0455,Eastern Metropolitan,5549
Ivanhoe,1,u,413000,S,Nelson,10/12/16,7.9,3079,1,1,1,845,59,1960,Banyule City Council,-37.7591,145.0501,Eastern Metropolitan,5549
Ivanhoe,3,t,1010000,S,Miles,10/12/16,7.9,3079,3,2,2,314,NA,2003,Banyule City Council,-37.7554,145.0516,Eastern Metropolitan,5549
Ivanhoe,2,u,NA,W,Ray,11/2/17,7.9,3079,2,1,1,71,70,1960,Banyule City Council,-37.7634,145.0406,Eastern Metropolitan,5549
Ivanhoe,3,h,1220000,S,Ray,11/2/17,7.9,3079,3,1,1,687,110,1975,Banyule City Council,-37.7634,145.0361,Eastern Metropolitan,5549
Ivanhoe,3,h,NA,S,Jellis,12/6/16,7.9,3079,3,1,1,252,NA,NA,Banyule City Council,-37.7631,145.0433,Eastern Metropolitan,5549
Ivanhoe,3,h,1605000,S,Nelson,12/11/16,7.9,3079,3,2,2,608,165,1920,Banyule City Council,-37.7702,145.0398,Eastern Metropolitan,5549
Ivanhoe,2,u,587000,S,Miles,12/11/16,7.9,3079,2,1,1,721,78,1960,Banyule City Council,-37.7634,145.0406,Eastern Metropolitan,5549
Ivanhoe,5,h,2550000,S,Miles,12/11/16,7.9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,5549
Ivanhoe,2,u,475000,SP,Miles,12/11/16,7.9,3079,2,1,1,0,NA,1960,Banyule City Council,-37.7707,145.0471,Eastern Metropolitan,5549
Ivanhoe,3,h,650000,S,Jellis,13/8/16,7.9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,5549
Ivanhoe,4,h,1278000,S,Miles,13/8/16,7.9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,5549
Ivanhoe,4,h,NA,SN,Barry,13/8/16,7.9,3079,4,2,2,630,NA,NA,Banyule City Council,-37.7576,145.0378,Eastern Metropolitan,5549
Ivanhoe,3,h,NA,PI,Barry,14/5/16,7.9,3079,3,1,1,592,112,1960,Banyule City Council,-37.7627,145.0315,Eastern Metropolitan,5549
